word,pos,wn_id,ox_id,lemma
angle,verb,angle%2:38:00::,angle_vb01-3555559:angle:verb,angle_vb01
angle,verb,angle%2:33:00::,angle_vb02-3554606:angle:verb,angle_vb02
angle,verb,angle%2:38:01::,angle_vb01-3555559:angle:verb,angle_vb01
angle,verb,angle%2:31:00::,angle_vb01-3555633:angle:verb,angle_vb01
angle,verb,angle%2:35:00::,angle_vb02-3554786:angle:verb,angle_vb02
calf,noun,calf%1:05:00::,calf_nn01-10515573:calf:noun,calf_nn01
calf,noun,calf%1:08:00::,calf_nn02-10517481:calf:noun,calf_nn02
calf,noun,calf%1:05:01::,calf_nn01-10515915:calf:noun,calf_nn01
calf,noun,calf%1:27:00::,calf_nn01-10515882:calf:noun,calf_nn01
keystone,noun,keystone%1:06:00::,keystone_nn01-40136679:keystone:noun,keystone_nn01
keystone,noun,keystone%1:09:00::,keystone_nn01-40136770:keystone:noun,keystone_nn01
scaled,adj,scaled%5:00:01:armored:01,scaled_jj01-24107737:scaled:adj,scaled_jj01/scaled_jj02
scaled,adj,scaled%5:00:02:armored:02,scaled_jj01-24107654:scaled:adj,scaled_jj01/scaled_jj02
flock,verb,flock%2:38:01::,flock_vb01-4129442:flock:verb,flock_vb01
flock,verb,flock%2:38:00::,flock_vb01-4129382:flock:verb,flock_vb01
flock,noun,flock%1:14:02::,flock_nn01-4128509:flock:noun,flock_nn01
flock,noun,flock%1:14:03::,flock_nn01-4128579:flock:noun,flock_nn01
flock,noun,flock%1:23:00::,flock_nn01-4128254:flock:noun,flock_nn01
flock,noun,flock%1:14:00::,flock_nn01-4128275:flock:noun,flock_nn01
flock,noun,flock%1:14:01::,flock_nn01-4128275:flock:noun,flock_nn01
rial,noun,rial%1:23:02::,rial_nn03-25255004:rial:noun,rial_nn03
rial,noun,rial%1:23:01::,rial_nn03-25254897:rial:noun,rial_nn03
rial,noun,rial%1:23:00::,rial_nn03-25255004:rial:noun,rial_nn03
crew,noun,crew%1:14:03::,crew_nn01-7793495:crew:noun,crew_nn01
crew,noun,crew%1:14:00::,crew_nn01-7793082:crew:noun,crew_nn01
crew,noun,crew%1:14:02::,crew_nn01-7793235:crew:noun,crew_nn01
crew,noun,crew%1:14:01::,crew_nn01-7793235:crew:noun,crew_nn01
boxing,noun,boxing%1:04:01::,boxing_nn01-15531533:boxing:noun,boxing_nn01
boxing,noun,boxing%1:04:00::,boxing_nn02-15532428:boxing:noun,boxing_nn02
scald,noun,scald%1:26:00::,scald_nn02-24096346:scald:noun,scald_nn02
scald,noun,scald%1:04:00::,scald_nn02-24096437:scald:noun,scald_nn02
grill,verb,grill%2:30:00::,grill_vb02-2480329:grill:verb,grill_vb02
grill,verb,grill%2:32:00::,grill_vb02-2480452:grill:verb,grill_vb02
rave,verb,rave%2:32:01::,rave_vb01-26756853:rave:verb,rave_vb01
rave,verb,rave%2:41:00::,rave_vb01-26756956:rave:verb,rave_vb01
rave,verb,rave%2:32:00::,rave_vb01-26756706:rave:verb,rave_vb01
grating,noun,grating%1:06:02::,grating_nn02-2716902:grating:noun,grating_nn02
grating,noun,grating%1:06:01::,grating_nn02-2716785:grating:noun,grating_nn02
grating,noun,grating%1:06:00::,grating_nn02-2716785:grating:noun,grating_nn02
compact,noun,compact%1:06:01::,,compact_nn02
compact,noun,compact%1:06:00::,compact_nn02-8786956:compact:noun,compact_nn02
compact,noun,compact%1:10:00::,compact_nn01-8786698:compact:noun,compact_nn01
compact,verb,compact%2:35:00::,compact_vb01-8788579:compact:verb,compact_vb01
compact,verb,compact%2:35:03::,compact_vb01-8788657:compact:verb,compact_vb01
compact,verb,compact%2:35:09::,compact_vb01-8788579:compact:verb,compact_vb01
compact,verb,compact%2:35:02::,compact_vb01-8788657:compact:verb,compact_vb01
cost,noun,cost%1:07:00::,cost_nn03-8243549:cost:noun,cost_nn03/cost_nn04
cost,noun,cost%1:07:01::,cost_nn03-8243846:cost:noun,cost_nn03/cost_nn04
cost,noun,cost%1:21:00::,cost_nn03-8243607:cost:noun,cost_nn03/cost_nn04
paddy,noun,paddy%1:13:00::,paddy_nn01-32417838:paddy:noun,paddy_nn01
paddy,noun,paddy%1:15:00::,paddy_nn01-32418009:paddy:noun,paddy_nn01
boom,verb,boom%2:39:01::,boom_vb01-16670342:boom:verb,boom_vb01
boom,verb,boom%2:39:00::,boom_vb01-16670342:boom:verb,boom_vb01
boom,verb,boom%2:43:00::,boom_vb01-16670342:boom:verb,boom_vb01
boom,verb,boom%2:30:00::,boom_vb03-16672451:boom:verb,boom_vb03
boom,verb,boom%2:35:00::,,boom_vb02
deuce,noun,deuce%1:23:00::,deuce_nn01-6845007:deuce:noun,deuce_nn01
deuce,noun,deuce%1:10:00::,deuce_nn02-6845359:deuce:noun,deuce_nn02
deuce,noun,deuce%1:26:00::,deuce_nn01-6845044:deuce:noun,deuce_nn01
deuce,noun,deuce%1:06:00::,deuce_nn01-6845007:deuce:noun,deuce_nn01
excise,verb,excise%2:35:00::,excise_vb01-4958666:excise:verb,excise_vb01
excise,verb,excise%2:30:02::,excise_vb01-4958693:excise:verb,excise_vb01
excise,verb,excise%2:40:00::,excise_vb02-4958800:excise:verb,excise_vb02
brawl,noun,brawl%1:11:00::,,brawl_nn01/brawl_nn02
brawl,noun,brawl%1:04:00::,brawl_nn01-14695851:brawl:noun,brawl_nn01/brawl_nn02
smasher,noun,smasher%1:18:00::,smasher_nn01-22362189:smasher:noun,smasher_nn01
smasher,noun,smasher%1:04:00::,smasher_nn01-22362149:smasher:noun,smasher_nn01
smasher,noun,smasher%1:18:01::,smasher_nn01-22362323:smasher:noun,smasher_nn01
clove,noun,clove%1:20:00::,clove_nn02-9182063:clove:noun,clove_nn02
clove,noun,clove%1:20:02::,clove_nn02-9181899:clove:noun,clove_nn02
clove,noun,clove%1:13:00::,clove_nn02-9181899:clove:noun,clove_nn02
clove,noun,clove%1:13:01::,clove_nn01-9181645:clove:noun,clove_nn01/clove_nn05
nanny,noun,nanny%1:05:00::,nanny_nn02-35308891:nanny:noun,nanny_nn02
nanny,noun,nanny%1:18:00::,nanny_nn01-35308407:nanny:noun,nanny_nn01
mailing,noun,mailing%1:04:00::,mailing_nn03-38622336:mailing:noun,mailing_nn02/mailing_nn03
mailing,noun,mailing%1:14:00::,mailing_nn03-38622388:mailing:noun,mailing_nn02/mailing_nn03
revel,verb,revel%2:34:00::,revel_vb01-25506864:revel:verb,revel_vb01
revel,verb,revel%2:41:00::,revel_vb01-25506603:revel:verb,revel_vb01
bard,noun,bard%1:18:00::,bard_nn01-27504459:bard:noun,bard_nn01
bard,noun,bard%1:06:00::,bard_nn02-27507285:bard:noun,bard_nn02/bard_nn03
fair,noun,fair%1:04:00::,fair_nn02-4656767:fair:noun,fair_nn02
fair,noun,fair%1:04:01::,fair_nn02-281142463:fair:noun,fair_nn02
fair,noun,fair%1:14:01::,fair_nn02-271971610:fair:noun,fair_nn02
fair,noun,fair%1:14:00::,fair_nn02-271971610:fair:noun,fair_nn02
talus,noun,talus%1:08:00::,talus_nn02-19231735:talus:noun,talus_nn02
talus,noun,talus%1:17:00::,talus_nn01-19231587:talus:noun,talus_nn01
plash,verb,plash%2:35:00::,plash_vb02-30023787:plash:verb,plash_vb02
plash,verb,plash%2:35:01::,plash_vb01-30023102:plash:verb,plash_vb01
double,adj,double%5:00:01:multiple:00,double_jj01-6163722:double:adj,double_jj01
double,adj,double%3:00:04::,double_jj01-6163542:double:adj,double_jj01
double,adj,double%5:00:00:equivocal:00,double_jj01-6163629:double:adj,double_jj01
double,adj,double%5:00:02:multiple:00,double_jj01-6163213:double:adj,double_jj01
double,adj,double%5:00:03:multiple:00,double_jj01-6164035:double:adj,double_jj01
double,adj,double%3:00:00::,,double_jj01
double,adj,double%5:00:00:large:00,double_jj01-6163835:double:adj,double_jj01
dote,verb,dote%2:37:02::,dote_vb01-6158870:dote:verb,dote_vb01/dote_vb02
dote,verb,dote%2:42:00::,dote_vb01-6158613:dote:verb,dote_vb01/dote_vb02
tame,verb,tame%2:30:04::,tame_vb01-19238408:tame:verb,tame_vb01
tame,verb,tame%2:30:00::,tame_vb01-19238291:tame:verb,tame_vb01
tame,verb,tame%2:32:00::,tame_vb01-19238536:tame:verb,tame_vb01
tame,verb,tame%2:30:01::,tame_vb01-19238357:tame:verb,tame_vb01
tame,verb,tame%2:30:02::,tame_vb01-19238291:tame:verb,tame_vb01
cowl,noun,cowl%1:06:00::,cowl_nn01-7918487:cowl:noun,cowl_nn01
cowl,noun,cowl%1:06:01::,cowl_nn01-7918163:cowl:noun,cowl_nn01
quack,noun,quack%1:11:00::,quack_nn03-27308626:quack:noun,quack_nn01/quack_nn03
quack,noun,quack%1:18:00::,quack_nn02-27308241:quack:noun,quack_nn02/quack_nn04
quack,verb,quack%2:29:00::,quack_vb02-27308934:quack:verb,quack_vb02
quack,verb,quack%2:32:00::,quack_vb01-27309192:quack:verb,quack_vb01
real,noun,real%1:21:00::,real_nn03-26844967:real:noun,real_nn03
real,noun,real%1:23:00::,real_nn02-26848139:real:noun,real_nn01/real_nn02
real,noun,real%1:23:01::,real_nn03-114727521:real:noun,real_nn03
roach,noun,roach%1:06:00::,roach_nn04-25101609:roach:noun,roach_nn04
roach,noun,roach%1:08:00::,roach_nn03-25101374:roach:noun,roach_nn01/roach_nn02/roach_nn03
roach,noun,roach%1:06:01::,,roach_nn01/roach_nn02/roach_nn03
roach,noun,roach%1:05:02::,roach_nn01-159900364:roach:noun,roach_nn01/roach_nn02/roach_nn03
roach,noun,roach%1:05:01::,roach_nn04-25101536:roach:noun,roach_nn04
bloomer,noun,bloomer%1:20:00::,bloomer_nn01-17926552:bloomer:noun,bloomer_nn01
bloomer,noun,bloomer%1:04:00::,bloomer_nn01-17926637:bloomer:noun,bloomer_nn01
cash,noun,cash%1:21:02::,cash_nn01-10022501:cash:noun,cash_nn01/cash_nn03
cash,noun,cash%1:21:00::,cash_nn01-10022386:cash:noun,cash_nn01/cash_nn03
preen,verb,preen%2:35:00::,preen_vb02-59994076:preen:verb,preen_vb02/preen_vb03
preen,verb,preen%2:29:00::,preen_vb02-28868660:preen:verb,preen_vb02/preen_vb03
preen,verb,preen%2:32:00::,preen_vb02-28868742:preen:verb,preen_vb02/preen_vb03
bus,verb,bus%2:38:01::,bus_vb02-281171431:bus:verb,bus_vb02
bus,verb,bus%2:38:00::,bus_vb02-281171431:bus:verb,bus_vb02
bus,verb,bus%2:30:00::,bus_vb02-11625553:bus:verb,bus_vb02
tribune,noun,tribune%1:06:00::,tribune_nn02-17806582:tribune:noun,tribune_nn02
tribune,noun,tribune%1:18:00::,tribune_nn01-17806165:tribune:noun,tribune_nn01
tropic,adj,tropic%5:00:00:hot:01,tropic_jj01-17643725:tropic:adj,tropic_jj01
tropic,adj,tropic%5:00:00:equatorial:00,tropic_jj01-321490977:tropic:adj,tropic_jj01
asp,noun,asp%1:05:02::,asp_nn02-37512803:asp:noun,asp_nn02/asp_nn03
asp,noun,asp%1:05:01::,asp_nn02-37512877:asp:noun,asp_nn02/asp_nn03
defile,verb,defile%2:30:00::,defile_vb01-7198940:defile:verb,defile_vb01
defile,verb,defile%2:35:01::,defile_vb01-7199244:defile:verb,defile_vb01
defile,verb,defile%2:35:00::,defile_vb01-7198940:defile:verb,defile_vb01
bumble,verb,bumble%2:38:00::,bumble_vb02-12253732:bumble:verb,bumble_vb02/bumble_vb03
bumble,verb,bumble%2:32:00::,bumble_vb01-12252737:bumble:verb,bumble_vb01
bumble,verb,bumble%2:41:00::,bumble_vb02-12253743:bumble:verb,bumble_vb02/bumble_vb03
boil,noun,boil%1:26:00::,boil_nn01-17051510:boil:noun,boil_nn01
boil,noun,boil%1:07:00::,boil_nn02-17052597:boil:noun,boil_nn02
founder,noun,founder%1:26:00::,founder_nn05-3599498:founder:noun,founder_nn01/founder_nn02/founder_nn03/founder_nn05
founder,noun,founder%1:18:00::,founder_nn01-3599054:founder:noun,founder_nn01/founder_nn02/founder_nn03/founder_nn05
founder,noun,founder%1:18:01::,founder_nn02-3599199:founder:noun,founder_nn01/founder_nn02/founder_nn03/founder_nn05
charm,noun,charm%1:06:00::,charm_nn01-9610500:charm:noun,charm_nn01
charm,noun,charm%1:10:00::,charm_nn01-9610500:charm:noun,charm_nn01
charm,noun,charm%1:07:00::,charm_nn01-9610841:charm:noun,charm_nn01
charm,noun,charm%1:09:00::,charm_nn01-9610916:charm:noun,charm_nn01
chick,noun,chick%1:05:00::,chick_nn01-9466084:chick:noun,chick_nn01
chick,noun,chick%1:18:00::,chick_nn01-9466266:chick:noun,chick_nn01
caul,noun,caul%1:08:01::,caul_nn01-9870137:caul:noun,caul_nn01/caul_nn04
caul,noun,caul%1:08:00::,caul_nn01-9870184:caul:noun,caul_nn01/caul_nn04
pile,verb,pile%2:38:00::,pile_vb02-30165746:pile:verb,pile_vb02
pile,verb,pile%2:35:03::,pile_vb02-30165336:pile:verb,pile_vb02
pile,verb,pile%2:35:00::,pile_vb02-30165255:pile:verb,pile_vb02
bust,noun,bust%1:04:00::,bust_nn03-11534635:bust:noun,bust_nn03
bust,noun,bust%1:11:00::,bust_nn03-11534756:bust:noun,bust_nn03
bust,noun,bust%1:06:00::,bust_nn02-11532957:bust:noun,bust_nn01/bust_nn02
bust,noun,bust%1:08:00::,bust_nn02-11533079:bust:noun,bust_nn01/bust_nn02
boxer,noun,boxer%1:18:01::,boxer_nn01-15515864:boxer:noun,boxer_nn01/boxer_nn03/boxer_nn04
boxer,noun,boxer%1:18:00::,boxer_nn02-15517589:boxer:noun,boxer_nn02
boxer,noun,boxer%1:05:00::,boxer_nn05-15522888:boxer:noun,boxer_nn05
mush,verb,mush%2:38:00::,mush_vb03-35551103:mush:verb,mush_vb01/mush_vb03
mush,verb,mush%2:38:01::,mush_vb03-35551062:mush:verb,mush_vb01/mush_vb03
scourer,noun,scourer%1:18:01::,scourer_nn01-24034286:scourer:noun,scourer_nn01
scourer,noun,scourer%1:18:00::,scourer_nn02-24034344:scourer:noun,scourer_nn02
full,verb,full%2:30:00::,full_vb01-1210305270:full:verb,full_vb01/full_vb03
full,verb,full%2:30:01::,full_vb02-3538348:full:verb,full_vb02
full,verb,full%2:35:02::,full_vb02-3538435:full:verb,full_vb02
pic,noun,pic%1:06:00::,pic_nn04-30496006:pic:noun,pic_nn04/pic_nn05
pic,noun,pic%1:10:00::,pic_nn04-30496081:pic:noun,pic_nn04/pic_nn05
listing,noun,listing%1:04:00::,listing_nn03-38955081:listing:noun,listing_nn03
listing,noun,listing%1:10:00::,listing_nn03-38955359:listing:noun,listing_nn03
flute,noun,flute%1:06:03::,flute_nn01-3881647:flute:noun,flute_nn01
flute,noun,flute%1:06:02::,flute_nn01-3881717:flute:noun,flute_nn01
flute,noun,flute%1:06:00::,flute_nn01-3881459:flute:noun,flute_nn01
viola,noun,viola%1:20:00::,viola_nn01-15616319:viola:noun,viola_nn01
viola,noun,viola%1:06:00::,viola_nn02-15616455:viola:noun,viola_nn02
stoop,noun,stoop%1:06:01::,stoop_nn03-20411133:stoop:noun,stoop_nn02/stoop_nn03
stoop,noun,stoop%1:06:02::,,stoop_nn02/stoop_nn03
stoop,noun,stoop%1:04:00::,stoop_nn02-20410715:stoop:noun,stoop_nn02/stoop_nn03
plantain,noun,plantain%1:13:00::,plantain_nn03-30010522:plantain:noun,plantain_nn03
plantain,noun,plantain%1:20:01::,plantain_nn01-30009539:plantain:noun,plantain_nn01/plantain_nn02
plantain,noun,plantain%1:20:00::,plantain_nn03-30010700:plantain:noun,plantain_nn03
rent,verb,rent%2:41:00::,rent_vb02-26086231:rent:verb,rent_vb02
rent,verb,rent%2:40:01::,rent_vb02-26086377:rent:verb,rent_vb02
rent,verb,rent%2:41:01::,rent_vb02-26086377:rent:verb,rent_vb02
rent,verb,rent%2:40:00::,rent_vb02-26086377:rent:verb,rent_vb02
still,noun,still%1:06:01::,still_nn02-20696016:still:noun,still_nn02
still,noun,still%1:07:00::,still_nn02-20695921:still:noun,still_nn02
still,noun,still%1:06:02::,still_nn01-20693799:still:noun,still_nn01
still,noun,still%1:06:00::,still_nn01-20693588:still:noun,still_nn01
rocky,adj,rocky%5:00:00:unstable:00,rocky_jj02-160607079:rocky:adj,rocky_jj02/rocky_jj03
rocky,adj,rocky%5:00:00:difficult:00,rocky_jj02-25168529:rocky:adj,rocky_jj02/rocky_jj03
rocky,adj,rocky%3:00:00::,rocky_jj02-160607099:rocky:adj,rocky_jj02/rocky_jj03
rocky,adj,rocky%5:00:00:rough:00,rocky_jj01-25167962:rocky:adj,rocky_jj01
eve,noun,eve%1:28:01::,eve_nn02-5114712:eve:noun,eve_nn02/eve_nn03
eve,noun,eve%1:28:00::,eve_nn02-5114613:eve:noun,eve_nn02/eve_nn03
eve,noun,eve%1:28:02::,eve_nn02-5114825:eve:noun,eve_nn02/eve_nn03
gin,verb,gin%2:35:00::,gin_vb02-2901801:gin:verb,gin_vb02
gin,verb,gin%2:35:03::,gin_vb02-1217492220:gin:verb,gin_vb02
scar,noun,scar%1:26:00::,scar_nn02-24141695:scar:noun,scar_nn02
scar,noun,scar%1:07:00::,scar_nn02-24141857:scar:noun,scar_nn02
peal,verb,peal%2:39:01::,peal_vb01-31357335:peal:verb,peal_vb01
peal,verb,peal%2:39:00::,peal_vb01-31357438:peal:verb,peal_vb01
retort,noun,retort%1:10:00::,retort_nn02-25766677:retort:noun,retort_nn02
retort,noun,retort%1:06:00::,retort_nn01-25767107:retort:noun,retort_nn01
peewee,noun,peewee%1:18:00::,peewee_nn02-10730552:peewee:noun,peewee_nn02
peewee,noun,peewee%1:05:00::,peewee_nn01-31484349:peewee:noun,peewee_nn01
snarl,verb,snarl%2:35:00::,snarl_vb01-22140940:snarl:verb,snarl_vb01/snarl_vb03
snarl,verb,snarl%2:32:00::,snarl_vb02-22141482:snarl:verb,snarl_vb02
snarl,verb,snarl%2:32:01::,snarl_vb02-22141465:snarl:verb,snarl_vb02
snarl,verb,snarl%2:30:00::,snarl_vb01-22141035:snarl:verb,snarl_vb01/snarl_vb03
mandarin,noun,mandarin%1:18:02::,mandarin_nn01-38382291:mandarin:noun,mandarin_nn01
mandarin,noun,mandarin%1:20:00::,mandarin_nn02-38383414:mandarin:noun,mandarin_nn02
mandarin,noun,mandarin%1:13:00::,mandarin_nn02-38383414:mandarin:noun,mandarin_nn02
mandarin,noun,mandarin%1:18:00::,mandarin_nn01-38382115:mandarin:noun,mandarin_nn01
mandarin,noun,mandarin%1:18:01::,mandarin_nn01-38382291:mandarin:noun,mandarin_nn01
bride,noun,bride%1:18:00::,bride_nn01-13593974:bride:noun,bride_nn01
bride,noun,bride%1:18:01::,bride_nn01-13593974:bride:noun,bride_nn01
blanch,verb,blanch%2:29:00::,blanch_vb01-19089149:blanch:verb,blanch_vb01
blanch,verb,blanch%2:30:00::,blanch_vb01-19089049:blanch:verb,blanch_vb01
secrete,verb,secrete%2:39:02::,secrete_vb02-23668153:secrete:verb,secrete_vb02/secrete_vb03
secrete,verb,secrete%2:29:00::,secrete_vb01-23668040:secrete:verb,secrete_vb01
patter,verb,patter%2:39:00::,patter_vb02-31802768:patter:verb,patter_vb02
patter,verb,patter%2:43:00::,patter_vb02-31802768:patter:verb,patter_vb02
moulding,noun,moulding%1:06:00::,moulding_nn01-35723467:moulding:noun,moulding_nn01
moulding,noun,moulding%1:06:01::,moulding_nn01-35723467:moulding:noun,moulding_nn01
moulding,noun,moulding%1:04:00::,moulding_nn01-35723117:moulding:noun,moulding_nn01
moulding,noun,moulding%1:06:02::,moulding_nn01-35723117:moulding:noun,moulding_nn01
sap,verb,sap%2:40:00::,sap_vb01-24235230:sap:verb,sap_vb01/sap_vb03
sap,verb,sap%2:35:00::,sap_vb01-24235032:sap:verb,sap_vb01/sap_vb03
mast,noun,mast%1:20:00::,mast_nn02-37738006:mast:noun,mast_nn01/mast_nn02
mast,noun,mast%1:13:00::,mast_nn02-37738006:mast:noun,mast_nn01/mast_nn02
mast,noun,mast%1:06:00::,mast_nn01-37736337:mast:noun,mast_nn01/mast_nn02
mast,noun,mast%1:06:01::,mast_nn01-37736774:mast:noun,mast_nn01/mast_nn02
meanly,adv,meanly%4:02:02::,meanly_rb02-37468743:meanly:adv,meanly_rb02
meanly,adv,meanly%4:02:00::,meanly_rb02-37468743:meanly:adv,meanly_rb02
meanly,adv,meanly%4:02:01::,meanly_rb02-37468630:meanly:adv,meanly_rb02
meanly,adv,meanly%4:02:04::,meanly_rb02-37468743:meanly:adv,meanly_rb02
charger,noun,charger%1:06:00::,charger_nn02-254442832:charger:noun,charger_nn02
charger,noun,charger%1:05:00::,charger_nn02-9602681:charger:noun,charger_nn02
wale,noun,wale%1:06:00::,wale_nn01-15244903:wale:noun,wale_nn01/wale_nn03
wale,noun,wale%1:26:00::,wale_nn01-15244423:wale:noun,wale_nn01/wale_nn03
compound,noun,compound%1:09:00::,compound_nn01-8598835:compound:noun,compound_nn01
compound,noun,compound%1:27:00::,compound_nn01-8598785:compound:noun,compound_nn01
compound,noun,compound%1:06:00::,compound_nn02-8599106:compound:noun,compound_nn02
bill,verb,bill%2:32:00::,bill_vb03-20625079:bill:verb,bill_vb03
bill,verb,bill%2:32:01::,bill_vb03-20625079:bill:verb,bill_vb03
bill,verb,bill%2:40:00::,bill_vb03-20625047:bill:verb,bill_vb03
mew,verb,mew%2:32:03::,mew_vb01-37135960:mew:verb,mew_vb01
mew,verb,mew%2:32:00::,mew_vb01-37136110:mew:verb,mew_vb01
lop,verb,lop%2:35:00::,lop_vb01-38850528:lop:verb,lop_vb01/lop_vb03/lop_vb04
lop,verb,lop%2:35:01::,lop_vb01-38850687:lop:verb,lop_vb01/lop_vb03/lop_vb04
rain,noun,rain%1:07:00::,rain_nn01-26966637:rain:noun,rain_nn01
rain,noun,rain%1:19:00::,rain_nn01-26965162:rain:noun,rain_nn01
rain,noun,rain%1:27:00::,rain_nn01-26965162:rain:noun,rain_nn01
polish,noun,polish%1:07:00::,polish_nn02-29481136:polish:noun,polish_nn02
polish,noun,polish%1:26:00::,polish_nn02-29481042:polish:noun,polish_nn02
polish,noun,polish%1:27:00::,polish_nn02-29481254:polish:noun,polish_nn02
colon,noun,colon%1:10:00::,colon_nn02-8915647:colon:noun,colon_nn01/colon_nn02
colon,noun,colon%1:23:01::,,colon_nn01/colon_nn02
colon,noun,colon%1:08:00::,colon_nn01-8915428:colon:noun,colon_nn01/colon_nn02
colon,noun,colon%1:23:00::,,colon_nn01/colon_nn02
crawl,noun,crawl%1:04:02::,crawl_nn01-7998500:crawl:noun,crawl_nn01
crawl,noun,crawl%1:04:03::,crawl_nn01-7998415:crawl:noun,crawl_nn01
crawl,noun,crawl%1:04:01::,crawl_nn01-7998415:crawl:noun,crawl_nn01
rape,verb,rape%2:35:01::,rape_vb02-27094864:rape:verb,rape_vb02
rape,verb,rape%2:41:00::,rape_vb02-27095005:rape:verb,rape_vb02
adder,noun,adder%1:18:00::,adder_nn02-16520472:adder:noun,adder_nn02
adder,noun,adder%1:05:00::,adder_nn01-16526677:adder:noun,adder_nn01
adder,noun,adder%1:06:00::,adder_nn02-16520483:adder:noun,adder_nn02
pi,noun,pi%1:10:00::,pi_nn01c-30481763:pi:noun,pi_nn01c/pi_nn03
pi,noun,pi%1:23:00::,pi_nn01c-30481837:pi:noun,pi_nn01c/pi_nn03
sampler,noun,sampler%1:06:01::,sampler_nn02-24459049:sampler:noun,sampler_nn02
sampler,noun,sampler%1:18:00::,sampler_nn02-24459004:sampler:noun,sampler_nn02
sampler,noun,sampler%1:14:00::,,sampler_nn02
sampler,noun,sampler%1:06:00::,sampler_nn01-24458647:sampler:noun,sampler_nn01
snub,noun,snub%1:04:00::,snub_nn01-21874665:snub:noun,snub_nn01
snub,noun,snub%1:10:00::,snub_nn01-21874665:snub:noun,snub_nn01
clinic,noun,clinic%1:06:00::,clinic_nn02-9121584:clinic:noun,clinic_nn02
clinic,noun,clinic%1:14:00::,clinic_nn02-9121584:clinic:noun,clinic_nn02
clinic,noun,clinic%1:10:00::,clinic_nn02-9121672:clinic:noun,clinic_nn02
mocha,noun,mocha%1:13:01::,mocha_nn02-36491867:mocha:noun,mocha_nn02
mocha,noun,mocha%1:13:02::,mocha_nn02-36491966:mocha:noun,mocha_nn02
mocha,noun,mocha%1:27:00::,mocha_nn02-36492044:mocha:noun,mocha_nn02
mocha,noun,mocha%1:07:00::,mocha_nn02-36492009:mocha:noun,mocha_nn02
